,index,Episode Number,Key,Collision,Wrong lane change,Avg. distance to lane center,Route completed [%],Max. distance traveled [steps],Avg. speed compliance,Cumulativ reward,agent_id
238,2309,59,[734538.],0,9,0,0,400,0.4673347014525833,-18.0,2
239,3441,59,[513589.],0,12,0,0,400,0.4732226758547778,-24.0,3
240,60,60,[861821.],1,9,0,0,132,0.9162113698065516,-48.0,0
241,1192,60,[186832.],1,3,0,0,96,1.1449687562301092,-36.0,1
242,2310,60,[734538.],0,18,0,0,400,0.4597944066177058,-36.0,2
243,3442,60,[513589.],1,5,0,0,199,0.6804503499903465,-40.0,3
244,61,61,[861821.],1,11,0,0,257,0.5757495413058471,-52.0,0
245,1193,61,[186832.],0,13,0,0,400,0.4625162582516542,-26.0,1
246,2311,61,[734538.],0,14,0,0,400,0.4675579733552484,-28.0,2
247,3443,61,[513589.],1,3,0,0,89,1.286658705356455,-36.0,3
248,62,62,[861821.],0,10,0,0,400,0.4597921977903869,-20.0,0
249,1194,62,[186832.],1,10,0,0,209,0.6376882407791328,-50.0,1
250,2312,62,[734538.],1,20,0,0,367,0.4941547968981435,-70.0,2
251,3444,62,[513589.],0,8,0,0,400,0.4778003078725924,-16.0,3
252,63,63,[861821.],1,9,0,0,287,0.5431975532448543,-48.0,0
253,1195,63,[186832.],1,10,0,0,249,0.5833758652501893,-50.0,1
254,2313,63,[734538.],1,14,0,0,287,0.5459805073131399,-58.0,2
255,3445,63,[513589.],0,15,0,0,400,0.4804413000211671,-30.0,3
256,64,64,[861821.],1,9,0,0,226,0.6239663669324123,-48.0,0
257,1196,64,[186832.],1,3,0,0,127,0.9131055679636152,-36.0,1
258,2314,64,[734538.],1,17,0,0,381,0.4789540924827481,-64.0,2
259,3446,64,[513589.],0,9,0,0,400,0.4790686185273221,-18.0,3
260,65,65,[861821.],1,13,0,0,215,0.6414483725505662,-56.0,0
261,1197,65,[186832.],1,20,0,0,357,0.482342441185389,-70.0,1
262,2315,65,[734538.],1,4,0,0,120,1.014208935503711,-38.0,2
263,3447,65,[513589.],0,12,0,0,400,0.4731864990308787,-24.0,3
264,66,66,[861821.],1,16,0,0,291,0.534245206225372,-62.0,0
265,1198,66,[186832.],1,3,0,0,118,0.9804142520687824,-36.0,1
266,2316,66,[734538.],0,11,0,0,400,0.4904549054589341,-22.0,2
267,3448,66,[513589.],0,12,0,0,400,0.4768655146242688,-24.0,3
268,67,67,[861821.],1,5,0,0,167,0.7548196540593494,-40.0,0
269,1199,67,[186832.],0,13,0,0,400,0.4462011836370163,-26.0,1
270,2317,67,[734538.],0,18,0,0,400,0.4658822335227928,-36.0,2
271,3449,67,[513589.],0,16,0,0,400,0.4895765471754092,-32.0,3
272,68,68,[861821.],1,12,0,0,343,0.5043696290124756,-54.0,0
273,1200,68,[186832.],1,12,0,0,279,0.5541912084440244,-54.0,1
274,2318,68,[734538.],1,8,0,0,282,0.5435192929909521,-46.0,2
275,3450,68,[513589.],1,15,0,0,200,0.6827126377998733,-60.0,3
276,69,69,[861821.],0,14,0,0,400,0.4797412147728459,-28.0,0
277,1201,69,[186832.],0,23,0,0,400,0.4575143596531758,-46.0,1
278,2319,69,[734538.],0,14,0,0,400,0.4824064718039311,-28.0,2
279,3451,69,[513589.],0,22,0,0,400,0.4701091290456841,-44.0,3
280,70,70,[861821.],1,5,0,0,208,0.6634603486999539,-40.0,0
281,1202,70,[186832.],0,8,0,0,400,0.4656138646636655,-16.0,1
282,2320,70,[734538.],1,8,0,0,303,0.5646299472870192,-46.0,2
283,3452,70,[513589.],0,11,0,0,400,0.4749244737414148,-22.0,3
284,71,71,[861821.],1,16,0,0,359,0.4799732170623385,-62.0,0
285,1203,71,[186832.],1,17,0,0,271,0.5852161472794818,-64.0,1
286,2321,71,[734538.],0,19,0,0,400,0.4604589830743473,-38.0,2
287,3453,71,[513589.],0,10,0,0,400,0.4807585061657756,-20.0,3
288,72,72,[861821.],0,13,0,0,400,0.4637668737187361,-26.0,0
289,1204,72,[186832.],0,16,0,0,400,0.4684091553343527,-32.0,1
290,2322,72,[734538.],0,9,0,0,400,0.4704148072724418,-18.0,2
291,3454,72,[513589.],0,12,0,0,400,0.4906480484508307,-24.0,3
292,73,73,[861821.],1,14,0,0,276,0.5653353059186972,-58.0,0
293,1205,73,[186832.],0,14,0,0,400,0.4396777403700931,-28.0,1
294,2323,73,[734538.],1,7,0,0,242,0.6030766783166773,-44.0,2
295,3455,73,[513589.],0,5,0,0,400,0.4775699320396294,-10.0,3
296,74,74,[861821.],1,7,0,0,189,0.7055250570931074,-44.0,0
297,1206,74,[186832.],0,5,0,0,400,0.4695156889889799,-10.0,1
298,2324,74,[734538.],1,14,0,0,351,0.4876632164720624,-58.0,2
299,3456,74,[513589.],0,10,0,0,400,0.4705490189790848,-20.0,3
300,75,75,[861821.],0,9,0,0,400,0.4646487648998105,-18.0,0
301,1207,75,[186832.],0,14,0,0,400,0.4681073856762118,-28.0,1
302,2325,75,[734538.],1,25,0,0,397,0.4786233005461104,-80.0,2
303,3457,75,[513589.],0,14,0,0,400,0.4776427899001357,-28.0,3
304,76,76,[861821.],1,15,0,0,215,0.6518030160604988,-60.0,0
305,1208,76,[186832.],1,9,0,0,177,0.7313791873318343,-48.0,1
306,2326,76,[734538.],0,15,0,0,400,0.4810007676733634,-30.0,2
307,77,77,[861821.],1,13,0,0,255,0.5888812198804162,-56.0,0
308,1209,77,[186832.],1,16,0,0,291,0.539707843583937,-62.0,1
309,2327,77,[734538.],0,12,0,0,400,0.4844792376625244,-24.0,2
310,3458,77,[334945.],0,18,0,0,400,0.4768711894500927,-36.0,3
311,78,78,[861821.],0,6,0,0,400,0.4692604464201838,-12.0,0
312,1210,78,[186832.],0,19,0,0,400,0.4513606601721604,-38.0,1
313,2328,78,[734538.],0,15,0,0,400,0.4609535026914175,-30.0,2
314,3459,78,[334945.],1,6,0,0,288,0.5747559072280715,-42.0,3
315,79,79,[861821.],1,3,0,0,142,0.8557255285211662,-36.0,0
316,1211,79,[186832.],0,17,0,0,400,0.4642326090699976,-34.0,1
317,2329,79,[734538.],1,7,0,0,256,0.6166217612208146,-44.0,2
318,3460,79,[334945.],0,12,0,0,400,0.4854295260073463,-24.0,3
319,80,80,[861821.],0,16,0,0,400,0.4563497278497214,-32.0,0
320,1212,80,[186832.],1,20,0,0,352,0.4948405194698413,-70.0,1
321,2330,80,[734538.],0,15,0,0,400,0.4597987323980788,-30.0,2
322,3461,80,[334945.],0,18,0,0,400,0.4730950950935028,-36.0,3
323,81,81,[861821.],1,18,0,0,376,0.4731133524321504,-66.0,0
324,1213,81,[186832.],0,6,0,0,400,0.4622832352305359,-12.0,1
325,2331,81,[734538.],0,10,0,0,400,0.4738919061200192,-20.0,2
326,3462,81,[334945.],0,15,0,0,400,0.4798922695765634,-30.0,3
327,82,82,[861821.],0,14,0,0,400,0.4628059569087608,-28.0,0
328,1214,82,[186832.],0,11,0,0,400,0.446638636920925,-22.0,1
329,3463,82,[334945.],0,18,0,0,400,0.469691675146929,-36.0,3
330,83,83,[861821.],1,17,0,0,308,0.530658765939663,-64.0,0
331,2332,83,[17447.],0,15,0,0,400,0.4678811241641024,-30.0,2
332,3464,83,[334945.],0,15,0,0,400,0.4833936577498396,-30.0,3
333,84,84,[861821.],1,3,0,0,90,1.2153916487212693,-36.0,0
334,2333,84,[17447.],0,15,0,0,400,0.461344029783516,-30.0,2
335,3465,84,[334945.],0,8,0,0,400,0.4775629425522226,-16.0,3
336,85,85,[861821.],1,9,0,0,260,0.5777578572437425,-48.0,0
337,2334,85,[17447.],0,21,0,0,400,0.4636869838084796,-42.0,2
338,3466,85,[334945.],0,12,0,0,400,0.4623430941048666,-24.0,3
339,86,86,[861821.],0,16,0,0,400,0.4575189266160712,-32.0,0
340,2335,86,[17447.],0,12,0,0,400,0.4737231263321165,-24.0,2
341,3467,86,[334945.],1,7,0,0,169,0.7578155674697546,-44.0,3
342,87,87,[861821.],0,12,0,0,400,0.462262484686165,-24.0,0
343,2336,87,[17447.],0,14,0,0,400,0.4697259172989411,-28.0,2
344,3468,87,[334945.],0,15,0,0,400,0.4663077410344735,-30.0,3
345,88,88,[861821.],1,9,0,0,311,0.5335198008737453,-48.0,0
346,2337,88,[17447.],1,13,0,0,381,0.4872504969913086,-56.0,2
347,3469,88,[334945.],0,16,0,0,400,0.4465524971241224,-32.0,3
348,1215,89,[934173.],0,8,0,0,400,0.4671571242623327,-16.0,1
349,2338,89,[17447.],0,17,0,0,400,0.4761636150239881,-34.0,2
350,3470,89,[334945.],1,8,0,0,282,0.5678674551811278,-46.0,3
351,89,90,[739133.],0,18,0,0,400,0.4681858432847565,-36.0,0
352,1216,90,[934173.],0,23,0,0,400,0.4668069473046871,-46.0,1
353,2339,90,[17447.],1,3,0,0,307,0.5375462827048259,-36.0,2
354,3471,90,[334945.],1,12,0,0,383,0.4730224729215682,-54.0,3
355,90,91,[739133.],0,14,0,0,400,0.4609579756083045,-28.0,0
356,1217,91,[934173.],1,7,0,0,195,0.6767355833107481,-44.0,1
