Collision,Wrong lane change,Avg. distance to lane center,Route completed [%],Max. distance traveled [steps],Avg. speed compliance,Cumulative reward
1,9,0,0,152,0.7395082675526929,-38.0
1,17,0,0,238,0.5049188455074911,-54.0
1,3,0,0,169,0.6884489756424403,-26.0
1,3,0,0,110,0.9782293214008297,-26.0
1,5,0,0,220,0.5480888364260815,-30.0
1,17,0,0,358,0.37864791431680755,-54.0
1,11,0,0,263,0.46898705155464854,-42.0
1,11,0,0,182,0.6380011575597632,-42.0
1,7,0,0,123,0.8965495455145907,-34.0
0,6,0,0,124,0.8788267185584633,-12.0
1,10,0,0,178,0.6434535778397014,-40.0
1,16,0,0,329,0.3971051121519588,-52.0
1,9,0,0,186,0.6364831752184449,-38.0
1,7,0,0,105,1.0180534658319014,-34.0
1,11,0,0,182,0.6387330114271059,-42.0
1,11,0,0,296,0.44102597043951375,-42.0
1,8,0,0,110,0.9625864570623006,-36.0
1,9,0,0,202,0.5978225032661478,-38.0
1,13,0,0,326,0.40706142763892206,-46.0
1,16,0,0,335,0.394532146037997,-52.0
1,14,0,0,244,0.5043983533528098,-48.0
1,11,0,0,359,0.3825965040199887,-42.0
0,21,0,0,401,0.3432242481154301,-42.0
1,3,0,0,118,0.9153418163548134,-26.0
1,7,0,0,140,0.7847956852993767,-34.0
1,7,0,0,297,0.42845067996764935,-34.0
0,18,0,0,401,0.3464867536490252,-36.0
1,10,0,0,187,0.6283569109866568,-40.0
1,13,0,0,267,0.47454189653515305,-46.0
1,6,0,0,161,0.70650093395652,-32.0
1,14,0,0,326,0.40654912664050546,-48.0
1,5,0,0,133,0.8264044926554363,-30.0
1,5,0,0,161,0.706540365262143,-30.0
1,7,0,0,154,0.7290950669191129,-34.0
0,20,0,0,401,0.34912286821636573,-40.0
1,11,0,0,178,0.6370359393371388,-42.0
1,3,0,0,104,1.02487190491548,-26.0
1,10,0,0,208,0.5668964765672431,-40.0
1,3,0,0,97,1.0982608283105497,-26.0
1,8,0,0,187,0.6340275291983483,-36.0
1,8,0,0,145,0.7581549196890224,-36.0
1,12,0,0,138,0.8031548101048819,-44.0
1,3,0,0,152,0.7445340400477652,-26.0
1,11,0,0,127,0.8764358654620334,-42.0
1,23,0,0,399,0.35010921027672426,-66.0
1,26,0,0,381,0.36276279802559536,-72.0
1,8,0,0,157,0.7228369125459484,-36.0
0,17,0,0,401,0.3515233626248113,-34.0
1,4,0,0,200,0.5903792020540439,-28.0
1,5,0,0,110,0.9898182603798145,-30.0
1,28,0,0,370,0.371945942189855,-76.0
1,17,0,0,383,0.3570861387853804,-54.0
1,9,0,0,120,0.9006090452387211,-38.0
1,20,0,0,323,0.4095958942732479,-60.0
1,12,0,0,222,0.5403651930699601,-44.0
0,7,0,0,401,0.34307445398866276,-14.0
1,4,0,0,173,0.6571542956584537,-28.0
1,15,0,0,375,0.36505435275440445,-50.0
1,17,0,0,305,0.4183774893210285,-54.0
1,8,0,0,107,1.002627177061808,-36.0
1,10,0,0,178,0.6543265586791144,-40.0
1,6,0,0,223,0.5344961982849354,-32.0
1,10,0,0,164,0.7032234568935112,-40.0
1,19,0,0,300,0.43106409739441875,-58.0
0,26,0,0,401,0.34870371131268285,-52.0
1,16,0,0,236,0.5184090989394888,-52.0
1,11,0,0,199,0.599092306505415,-42.0
1,5,0,0,142,0.7928084112579358,-30.0
1,11,0,0,232,0.5349061650052266,-42.0
1,19,0,0,379,0.3628036102057942,-58.0
1,19,0,0,372,0.3708080358679404,-58.0
0,23,0,0,361,0.37792457853180167,-46.0
1,7,0,0,192,0.6164798393398608,-34.0
1,13,0,0,261,0.4775549434817676,-46.0
0,14,0,0,401,0.3494743419053321,-28.0
0,19,0,0,401,0.35366076423615367,-38.0
1,8,0,0,210,0.5694248470708738,-36.0
1,3,0,0,129,0.8593087388251655,-26.0
1,10,0,0,189,0.6063607340759879,-40.0
0,31,0,0,401,0.35608648557628486,-62.0
1,9,0,0,258,0.4777921645062516,-38.0
1,13,0,0,216,0.5591067196677197,-46.0
1,8,0,0,153,0.7371732708363323,-36.0
1,7,0,0,118,0.9099483177363628,-34.0
1,10,0,0,181,0.6479566389469983,-40.0
1,13,0,0,357,0.3773855888886036,-46.0
1,4,0,0,261,0.4776144638184186,-28.0
1,9,0,0,204,0.5883006214235453,-38.0
1,13,0,0,363,0.3786100988349899,-46.0
1,7,0,0,226,0.52468159360126,-34.0
0,24,0,0,401,0.34747934128352925,-48.0
1,5,0,0,219,0.5353202385879087,-30.0
1,17,0,0,337,0.3975177795536271,-54.0
1,9,0,0,166,0.7064830303056789,-38.0
1,9,0,0,219,0.5461641367801389,-38.0
1,4,0,0,163,0.6959355195006978,-28.0
1,9,0,0,129,0.8514152874307179,-38.0
1,8,0,0,146,0.7778880044635245,-36.0
1,20,0,0,373,0.3728204180043959,-60.0
1,3,0,0,141,0.8000512457107143,-26.0
1,3,0,0,107,1.0190857328325218,-26.0
1,3,0,0,86,1.245819710526164,-26.0
1,8,0,0,164,0.6851468827962591,-36.0
1,7,0,0,176,0.6520221011157874,-34.0
1,11,0,0,254,0.4794969863928053,-42.0
0,24,0,0,401,0.3516094047575541,-48.0
1,14,0,0,192,0.6167221033899606,-48.0
1,8,0,0,144,0.7845542562542018,-36.0
1,6,0,0,285,0.44372699925813164,-32.0
1,3,0,0,124,0.8708707782111816,-26.0
1,10,0,0,265,0.4693693254487333,-40.0
1,8,0,0,120,0.8993155666528667,-36.0
1,3,0,0,102,1.050875131188376,-26.0
1,15,0,0,216,0.5550510301832693,-50.0
1,22,0,0,383,0.3616178690883478,-64.0
1,2,0,0,108,0.9958172933013534,-24.0
1,9,0,0,147,0.762023859326762,-38.0
1,14,0,0,309,0.4229267992862945,-48.0
1,6,0,0,96,1.11041403258546,-32.0
1,7,0,0,130,0.8456041649878142,-34.0
1,3,0,0,95,1.1192200460924666,-26.0
1,9,0,0,152,0.7460296845068426,-38.0
1,10,0,0,279,0.46426832966397863,-40.0
1,10,0,0,231,0.5270159975102896,-40.0
1,7,0,0,218,0.5502357945279539,-34.0
1,9,0,0,133,0.8207446882679642,-38.0
1,21,0,0,345,0.3978123598947604,-62.0
1,3,0,0,113,0.9615236080049284,-26.0
1,9,0,0,223,0.5401627761928423,-38.0
1,12,0,0,337,0.3929808491110473,-44.0
1,13,0,0,333,0.39073384386044113,-46.0
1,3,0,0,104,1.0418603680414176,-26.0
1,19,0,0,336,0.3989346897477039,-58.0
1,8,0,0,187,0.6268950266965977,-36.0
1,3,0,0,106,1.0256031874442928,-26.0
1,8,0,0,326,0.3991873583446681,-36.0
1,8,0,0,159,0.7244643189158058,-36.0
0,11,0,0,401,0.3513934413451427,-22.0
0,0,0,0,7,2.5714270007550994,0.0
0,21,0,0,401,0.3497071714884141,-42.0
1,12,0,0,194,0.6033549506455698,-44.0
1,8,0,0,178,0.6507863152888339,-36.0
1,15,0,0,309,0.4222061831266612,-50.0
1,10,0,0,153,0.7535397919468948,-40.0
1,8,0,0,137,0.8124857702492521,-36.0
1,3,0,0,132,0.8462223781965347,-26.0
1,10,0,0,222,0.5397733809106029,-40.0
1,3,0,0,85,1.2364631288943004,-26.0
1,8,0,0,267,0.46497901977667006,-36.0
1,13,0,0,311,0.41109126838674215,-46.0
1,13,0,0,328,0.39966019186966684,-46.0
1,5,0,0,152,0.7463685737205824,-30.0
1,3,0,0,114,0.9555910154474876,-26.0
1,18,0,0,345,0.39214676419574035,-56.0
1,8,0,0,214,0.555575971422638,-36.0
1,3,0,0,199,0.5992193262036651,-26.0
1,11,0,0,178,0.65887436430147,-42.0
1,20,0,0,395,0.3475425212295436,-60.0
1,3,0,0,264,0.48005424548298375,-26.0
0,28,0,0,401,0.3533367687494312,-56.0
1,17,0,0,390,0.35978975321424583,-54.0
1,10,0,0,147,0.7608191720059783,-40.0
1,11,0,0,296,0.44114180144482085,-42.0
1,3,0,0,189,0.6124841458336486,-26.0
1,3,0,0,168,0.6802699165297194,-26.0
1,10,0,0,287,0.4434472856396486,-40.0
1,8,0,0,139,0.7948750042563703,-36.0
1,3,0,0,182,0.634512085518188,-26.0
1,3,0,0,117,0.9307748237724971,-26.0
1,3,0,0,175,0.6469833325419266,-26.0
0,18,0,0,401,0.3478233119058071,-36.0
1,25,0,0,321,0.40288897982081917,-70.0
1,11,0,0,241,0.5121362357121895,-42.0
1,10,0,0,239,0.5088508403281614,-40.0
1,4,0,0,242,0.5051253804484389,-28.0
1,3,0,0,177,0.6497154670585865,-26.0
1,5,0,0,183,0.6377664339724751,-30.0
1,8,0,0,140,0.7962395218297891,-36.0
1,8,0,0,169,0.6711379029731807,-36.0
1,3,0,0,139,0.8037960305550537,-26.0
1,6,0,0,171,0.6825084342683514,-32.0
1,17,0,0,383,0.36753754480464135,-54.0
1,9,0,0,192,0.6079744743991687,-38.0
1,3,0,0,113,0.969458504314896,-26.0
1,13,0,0,222,0.5500024659018854,-46.0
1,13,0,0,339,0.3940441357370592,-46.0
1,11,0,0,232,0.5298505798797414,-42.0
1,3,0,0,94,1.1098762830108793,-26.0
0,24,0,0,401,0.35814803677788787,-48.0
